code,sector
300333,电子信息
300334,机械行业
300335,环保行业
300336,传媒娱乐
300338,仪器仪表
300339,电子信息
300340,电子器件
300341,发电设备
300342,电子器件
300343,化工行业
300344,建筑建材
300345,钢铁行业
300346,电子器件
300347,医疗器械
300348,电子信息
300349,仪器仪表
300350,交通运输
300351,电子器件
300352,电子信息
300353,电子信息
300354,仪器仪表
300355,环保行业
300356,电器行业
300357,生物制药
300358,机械行业
300359,电子信息
300360,仪器仪表
300361,其它行业
300362,机械行业
300363,生物制药
300364,传媒娱乐
300365,电子信息
300366,电子信息
300367,电子信息
300368,机械行业
300369,电子信息
300370,仪器仪表
300371,仪器仪表
300372,发电设备
300373,电子器件
300374,建筑建材
300375,汽车制造
300376,电器行业
300377,电子信息
300378,电子信息
300379,电子信息
300380,电子信息
300381,农林牧渔
300382,机械行业
300383,电子信息
300384,纺织机械
300385,机械行业
300386,电子信息
300387,化工行业
300388,环保行业
300389,电子器件
300390,电子信息
300391,机械行业
300392,电子信息
300393,塑料制品
300394,电子信息
300395,玻璃行业
300396,医疗器械
300397,电子信息
300398,化工行业
300399,电子信息
300400,机械行业
300401,食品行业
300402,机械行业
300403,电器行业
300404,医疗器械
300405,化工行业
300406,生物制药
300407,电器行业
300408,电子器件
300409,陶瓷行业
300410,仪器仪表
300411,机械行业
300412,医疗器械
300413,商业百货
300414,电子器件
300415,机械行业
300416,仪器仪表
300417,仪器仪表
300418,电子信息
300419,电子信息
300420,机械行业
300421,机械行业
300422,环保行业
300423,电力行业
300424,飞机制造
300425,机械行业
300426,传媒娱乐
300427,机械行业
300429,化工行业
300430,仪器仪表
300431,电子信息
300432,汽车制造
300433,电子器件
300434,机械行业
300435,机械行业
300436,生物制药
300437,化工行业
300438,电器行业
300439,生物制药
300440,电子信息
300441,机械行业
300442,机械行业
300443,机械行业
300444,发电设备
300445,仪器仪表
300446,化工行业
300447,电器行业
300448,电子信息
300449,电子信息
300450,其它行业
301005,汽车制造业
301008,电气设备
301015,批发业
301021,消费电子
301025,新闻和出版业
301026,废弃资源综合利用业
301042,消费电子
301045,消费电子
301047,研究和试验发展
301053,专用设备制造业
301080,研究和试验发展
301089,医药制造业
301093,医药制造业
301096,研究和试验发展
301117,软件开发
301120,电气机械和器材制造业
301122,专用设备制造业
301127,水的生产和供应业
301176,消费电子
301183,消费电子
301188,非金属矿物制品业
301196,橡胶和塑料制品业
301200,专用机械
301201,医药制造业
301205,消费电子
301225,汽车制造业
301230,研究和试验发展
301232,通用机械
301234,专用设备制造业
301248,软件开发
301251,消费电子
301257,研究和试验发展
301273,通用设备制造业
301281,化学制药
301282,计算机、通信和其他电子设备制造业
301291,电气机械和器材制造业
301293,卫生
301310,汽车整车
301312,专用机械
301319,消费电子
301345,铁路、船舶、航空航天和其他运输设备制造业
301362,电气设备
301366,计算机、通信和其他电子设备制造业
301369,专用机械
301377,金属制品
301382,互联网
301393,化学原料和化学制品制造业
301408,零售业
301413,消费电子
301421,仪器仪表制造业
301439,电气机械和器材制造业
301449,次新股
301479,计算机、通信和其他电子设备制造业
301489,"国证2000,国证Ａ指,中小创新"
301501,造纸和纸制品业
301509,医药制造业
301511,消费电子
301513,次新股
301520,研究和试验发展
301529,汽车整车
301531,次新股
301550,汽车制造业
301551,电信、广播电视和卫星传输服务
301563,次新股
301566,消费电子
301575,次新股
301583,次新股
301584,次新股
301599,次新股
301607,汽车制造业
301609,电气机械和器材制造业
301631,计算机、通信和其他电子设备制造业
301632,次新股
301638,次新股
301656,次新股
301666,次新股
301667,次新股
301668,次新股
301669,次新股
301677,次新股
301680,次新股
301682,次新股
301683,次新股
301687,次新股
301696,次新股
301707,次新股
301717,次新股
600000,金融行业
600001,钢铁行业
600002,石油行业
600003,公路桥梁
600004,交通运输
600005,钢铁行业
600006,汽车制造
600007,开发区
600008,环保行业
600009,交通运输
600010,钢铁行业
600011,电力行业
600012,公路桥梁
600015,金融行业
600016,金融行业
600017,交通运输
600018,交通运输
600019,钢铁行业
600020,公路桥梁
600021,电力行业
600022,钢铁行业
600023,电力行业
600026,交通运输
600027,电力行业
600028,石油行业
600029,交通运输
600030,金融行业
600031,机械行业
600033,公路桥梁
600035,公路桥梁
600036,金融行业
600037,传媒娱乐
600038,飞机制造
600039,建筑建材
600048,房地产
600050,电子信息
600051,综合行业
600052,房地产
600053,房地产
600054,酒店旅游
600055,医疗器械
600056,商业百货
600057,交通运输
600058,物资外贸
600059,酿酒行业
600060,家电行业
600061,化纤行业
600062,生物制药
600063,化纤行业
600064,开发区
600065,其它行业
600066,汽车制造
600067,房地产
600068,建筑建材
600069,造纸行业
600070,纺织行业
600072,船舶制造
600073,食品行业
600074,电子信息
600075,化工行业
600076,电子信息
600077,房地产
600078,化工行业
600079,生物制药
600080,生物制药
600081,汽车制造
600082,房地产
600083,电子器件
600084,酿酒行业
600085,生物制药
600086,服装鞋类
600087,交通运输
600088,传媒娱乐
600089,发电设备
600090,酿酒行业
600091,化工行业
600092,其它行业
600093,汽车制造
600094,房地产
600095,房地产
600096,农药化肥
600097,农林牧渔
600098,电力行业
600099,摩托车
600100,电子信息
600101,电力行业
600102,钢铁行业
600103,造纸行业
600104,汽车制造
600105,电子信息
600106,公路桥梁
600107,服装鞋类
600108,农林牧渔
600109,金融行业
600110,电力行业
600111,有色金属
600112,电器行业
600113,房地产
600114,机械行业
600115,交通运输
600116,电力行业
600117,钢铁行业
600118,飞机制造
600119,交通运输
600120,物资外贸
600121,煤炭行业
600122,商业百货
600123,煤炭行业
600125,交通运输
600126,钢铁行业
600127,农林牧渔
600128,物资外贸
600129,生物制药
600130,电子信息
600131,电力行业
600132,酿酒行业
600133,房地产
600135,化工行业
600136,商业百货
600137,服装鞋类
600138,酒店旅游
600139,有色金属
600141,化工行业
600143,塑料制品
600145,陶瓷行业
600146,塑料制品
600148,汽车制造
600149,机械行业
600150,船舶制造
600151,电子器件
600152,纺织行业
600153,物资外贸
600155,化工行业
600156,纺织行业
600157,煤炭行业
600159,房地产
600160,化工行业
600161,生物制药
600162,房地产
600163,造纸行业
600165,钢铁行业
600166,汽车制造
600167,供水供气
600168,供水供气
600169,机械行业
600170,建筑建材
600171,电子器件
600172,其它行业
600173,房地产
600175,房地产
600176,玻璃行业
600177,服装鞋类
600178,汽车制造
600179,煤炭行业
600180,交通运输
600182,汽车制造
600183,电子器件
600184,玻璃行业
600185,房地产
600186,食品行业
600187,供水供气
600188,煤炭行业
600189,农林牧渔
600190,交通运输
600191,食品行业
600192,发电设备
600193,钢铁行业
600195,农林牧渔
600196,生物制药
600197,酿酒行业
600198,电子信息
600199,酿酒行业
600200,生物制药
600201,生物制药
600202,电器行业
600203,电子器件
600205,有色金属
600206,电子器件
600207,电子器件
600208,房地产
600209,综合行业
600210,印刷包装
600211,生物制药
600212,综合行业
600213,汽车制造
600215,开发区
600216,生物制药
600217,水泥行业
600218,机械行业
600219,有色金属
600220,纺织行业
600221,交通运输
600222,生物制药
600223,房地产
600225,房地产
600226,农药化肥
600227,农药化肥
600228,化工行业
600229,化工行业
600230,农药化肥
600231,钢铁行业
600232,纺织行业
600233,服装鞋类
600234,传媒娱乐
600235,造纸行业
600236,电力行业
600237,电子器件
600238,酿酒行业
600239,房地产
600240,房地产
600241,物资外贸
600242,交通运输
600243,机械行业
600246,房地产
600247,物资外贸
600248,建筑建材
600249,化工行业
600250,物资外贸
600251,农林牧渔
600252,生物制药
600253,生物制药
600255,有色金属
600256,综合行业
600257,农林牧渔
600258,酒店旅游
600259,有色金属
600260,食品行业
600261,家电行业
600262,机械行业
600263,建筑建材
600265,农林牧渔
600266,房地产
600267,生物制药
600268,发电设备
600269,公路桥梁
600270,交通运输
600271,电子信息
600272,服装鞋类
600273,化工行业
600275,农林牧渔
600276,生物制药
600277,化工行业
600278,物资外贸
600279,交通运输
600280,商业百货
600281,化工行业
600282,钢铁行业
600283,供水供气
600284,建筑建材
600285,生物制药
600286,陶瓷行业
600287,物资外贸
600288,电子信息
600289,电子信息
600290,发电设备
600291,金融行业
600292,环保行业
600293,玻璃行业
600295,服装鞋类
600296,有色金属
600297,医疗器械
600298,食品行业
600299,化工行业
600300,食品行业
600301,化工行业
600302,纺织机械
600303,汽车制造
600305,食品行业
600306,商业百货
600307,钢铁行业
600308,造纸行业
600309,化工行业
600310,电力行业
600311,有色金属
600312,发电设备
600313,农林牧渔
600315,化工行业
600316,飞机制造
600317,交通运输
600318,水泥行业
600319,化工行业
600320,机械行业
600321,建筑建材
600322,房地产
600323,供水供气
600325,房地产
600326,建筑建材
600327,商业百货
600328,化工行业
600329,生物制药
600330,电子信息
600331,有色金属
600332,生物制药
600333,供水供气
600335,汽车制造
600336,家电行业
600337,家具行业
600338,有色金属
600339,化工行业
600340,房地产
600343,飞机制造
600345,电子信息
600346,机械行业
600348,煤炭行业
600350,公路桥梁
600351,生物制药
600352,化工行业
600353,电子器件
600354,农林牧渔
600355,电子器件
600356,造纸行业
600357,钢铁行业
600358,酒店旅游
600359,农林牧渔
600360,电子器件
600361,商业百货
600362,有色金属
600363,电子器件
600365,酿酒行业
600366,仪器仪表
600367,化工行业
600368,公路桥梁
600369,金融行业
600370,纺织行业
600371,农林牧渔
600372,飞机制造
600373,传媒娱乐
600375,汽车制造
600376,房地产
600377,公路桥梁
600378,化工行业
600379,电器行业
600380,生物制药
600381,煤炭行业
600382,物资外贸
600383,房地产
600386,交通运输
600387,石油行业
600388,机械行业
600389,农药化肥
600390,有色金属
600391,飞机制造
600393,房地产
600395,煤炭行业
600396,电力行业
600397,煤炭行业
600398,服装鞋类
600399,钢铁行业
600400,服装鞋类
600401,电子器件
600403,煤炭行业
600405,电器行业
600406,电子信息
600408,煤炭行业
600409,化工行业
600410,电子信息
600415,商业百货
600416,发电设备
600418,汽车制造
600419,食品行业
600420,生物制药
600421,机械行业
600422,生物制药
600423,农药化肥
600425,水泥行业
600426,农药化肥
600428,交通运输
600429,食品行业
600432,有色金属
600433,造纸行业
600435,机械行业
600436,生物制药
600438,农林牧渔
600439,服装鞋类
600444,塑料制品
600446,电子信息
600448,纺织行业
600449,水泥行业
600452,电力行业
600455,电子信息
600456,有色金属
600458,塑料制品
600459,有色金属
600460,电子器件
600461,供水供气
600462,造纸行业
600463,房地产
600466,生物制药
600467,农林牧渔
600468,电器行业
600469,汽车制造
600470,农药化肥
600475,机械行业
600476,电子信息
600477,钢铁行业
600478,电子器件
600479,生物制药
600480,汽车制造
600481,化工行业
600482,电器行业
600483,电力行业
600485,电子信息
600486,农药化肥
600487,电子信息
600488,生物制药
600489,有色金属
600490,化工行业
600491,建筑建材
600493,纺织行业
600495,交通运输
600496,钢铁行业
600497,有色金属
600498,电子信息
600499,机械行业
600500,物资外贸
600501,汽车制造
600502,建筑建材
600503,房地产
600505,电力行业
600506,农林牧渔
600507,钢铁行业
600508,煤炭行业
600509,电力行业
600510,房地产
600511,商业百货
600512,建筑建材
600513,生物制药
600515,商业百货
600516,其它行业
600517,发电设备
600518,生物制药
600519,酿酒行业
600520,机械行业
600521,生物制药
600522,电子信息
600523,汽车制造
600525,发电设备
600526,机械行业
600527,化纤行业
600528,建筑建材
600529,玻璃行业
600530,生物制药
600531,有色金属
600532,钢铁行业
600533,房地产
600535,生物制药
600536,电子信息
600537,电子器件
600538,农药化肥
600539,水泥行业
600540,农林牧渔
600543,酿酒行业
600545,建筑建材
600546,煤炭行业
600547,有色金属
600548,公路桥梁
600549,有色金属
600550,发电设备
600551,传媒娱乐
600552,玻璃行业
600553,水泥行业
600555,酒店旅游
600556,电子信息
600557,生物制药
600558,钢铁行业
600559,酿酒行业
600560,电器行业
600561,交通运输
600562,电子信息
600563,电子器件
600565,房地产
600566,生物制药
600567,造纸行业
600568,房地产
600569,钢铁行业
600570,电子信息
600571,电子信息
600572,生物制药
600573,酿酒行业
600575,交通运输
600576,综合行业
600577,电器行业
600578,电力行业
600579,机械行业
600580,发电设备
600581,钢铁行业
600582,机械行业
600583,石油行业
600584,电子器件
600585,水泥行业
600586,玻璃行业
600587,医疗器械
600588,电子信息
600589,塑料制品
600590,发电设备
600592,机械行业
600593,酒店旅游
600594,生物制药
600595,有色金属
600596,农药化肥
600597,食品行业
600598,农林牧渔
600599,化工行业
600600,酿酒行业
600601,电子信息
600602,电子器件
600603,综合行业
600604,开发区
600605,物资外贸
600606,房地产
600607,其它行业
600608,电子信息
600609,汽车制造
600610,纺织机械
600611,交通运输
600612,服装鞋类
600613,生物制药
600614,综合行业
600615,房地产
600616,酿酒行业
600617,供水供气
600618,化工行业
600619,机械行业
600620,综合行业
600621,房地产
600622,综合行业
600623,汽车制造
600624,综合行业
600625,其它行业
600626,纺织行业
600628,商业百货
600629,玻璃行业
600630,纺织行业
600631,商业百货
600633,传媒娱乐
600634,建筑建材
600635,供水供气
600636,化工行业
600637,传媒娱乐
600638,房地产
600639,开发区
600640,酒店旅游
600641,房地产
600642,电力行业
600643,金融行业
600644,电力行业
600645,生物制药
600647,综合行业
600648,开发区
600649,供水供气
600650,交通运输
600651,仪器仪表
600652,煤炭行业
600653,汽车制造
600654,电子信息
600655,商业百货
600656,综合行业
600657,房地产
600658,开发区
600660,汽车制造
600662,交通运输
600663,房地产
600664,生物制药
600665,房地产
600666,生物制药
600667,电子器件
600668,水泥行业
600670,其它行业
600671,生物制药
600673,有色金属
600674,电力行业
600675,房地产
600676,汽车制造
600677,电子信息
600678,水泥行业
600680,电子信息
600681,建筑建材
600682,商业百货
600683,房地产
600684,房地产
600685,船舶制造
600686,汽车制造
600687,综合行业
600688,石油行业
600689,纺织行业
600690,家电行业
600691,农药化肥
600692,交通运输
600693,商业百货
600694,商业百货
600695,食品行业
600696,房地产
600697,商业百货
600698,汽车制造
600699,汽车制造
600700,其它行业
600701,综合行业
600702,酿酒行业
600703,电子器件
600704,物资外贸
600705,金融行业
600706,酒店旅游
600707,电子器件
600708,交通运输
600709,其它行业
600710,机械行业
600711,有色金属
600712,商业百货
600713,商业百货
600714,有色金属
600715,汽车制造
600716,房地产
600717,交通运输
600718,电子信息
600719,供水供气
600720,水泥行业
600721,煤炭行业
600722,化工行业
600723,商业百货
600724,房地产
600725,煤炭行业
600726,电力行业
600727,农药化肥
600728,电子信息
600729,商业百货
600730,综合行业
600731,农药化肥
600732,房地产
600733,房地产
600734,电子信息
600735,纺织行业
600736,开发区
600737,食品行业
600738,商业百货
600739,物资外贸
600740,煤炭行业
600741,汽车制造
600742,汽车制造
600743,房地产
600744,电力行业
600745,房地产
600746,化工行业
600747,电子器件
600748,房地产
600749,酒店旅游
600750,生物制药
600751,交通运输
600752,其它行业
600753,商业百货
600754,酒店旅游
600755,物资外贸
600756,电子信息
600757,传媒娱乐
600758,供水供气
600759,石油行业
600760,汽车制造
600761,机械行业
600763,医疗器械
600764,电子信息
600765,机械行业
600767,房地产
600768,有色金属
600769,电力行业
600770,综合行业
600771,生物制药
600773,房地产
600774,商业百货
600775,电子信息
600776,电子信息
600777,综合行业
600778,商业百货
600779,酿酒行业
600780,电力行业
600781,生物制药
600782,钢铁行业
600783,其它行业
600784,钢铁行业
600785,商业百货
600787,交通运输
600788,其它行业
600789,生物制药
600790,商业百货
600791,房地产
600792,煤炭行业
600793,造纸行业
600794,交通运输
600795,电力行业
600796,农药化肥
600797,电子信息
600798,交通运输
600800,综合行业
600801,水泥行业
600802,水泥行业
600803,农药化肥
600804,电子信息
600805,综合行业
600806,机械行业
600807,房地产
600808,钢铁行业
600809,酿酒行业
600810,化纤行业
600811,综合行业
600812,生物制药
600813,其它行业
600814,商业百货
600815,机械行业
600816,金融行业
600817,电子器件
600819,玻璃行业
600820,建筑建材
600821,商业百货
600822,物资外贸
600823,房地产
600824,商业百货
600825,传媒娱乐
600826,物资外贸
600827,商业百货
600828,商业百货
600829,生物制药
600830,金融行业
600831,传媒娱乐
600832,综合行业
600833,商业百货
600834,交通运输
600835,交通运输
600836,印刷包装
600837,金融行业
600838,商业百货
600839,家电行业
600841,机械行业
600843,纺织机械
600844,化工行业
600845,电子信息
600846,综合行业
600847,电器行业
600848,仪器仪表
600849,其它行业
600850,电子信息
600851,纺织行业
600852,其它行业
600853,建筑建材
600854,家电行业
600855,机械行业
600856,商业百货
600857,商业百货
600858,商业百货
600859,商业百货
600860,机械行业
600861,商业百货
600862,房地产
600863,电力行业
600864,电力行业
600865,商业百货
600866,食品行业
600867,生物制药
600868,电力行业
600869,电力行业
600870,家电行业
600871,石油行业
600872,食品行业
600873,食品行业
600874,环保行业
600875,发电设备
600876,玻璃行业
600877,摩托车
600879,飞机制造
600880,印刷包装
600881,水泥行业
600882,钢铁行业
600883,水泥行业
600884,服装鞋类
600885,电器行业
600886,电力行业
600887,食品行业
600888,有色金属
600889,化纤行业
600890,房地产
600891,商业百货
600892,综合行业
600893,飞机制造
600894,交通运输
600895,开发区
600896,交通运输
600897,交通运输
600898,商业百货
600899,其它行业
600900,电力行业
600917,供水供气
600926,货币金融服务
600958,金融行业
600959,传媒娱乐
600960,汽车制造
600961,有色金属
600962,食品行业
600963,造纸行业
600965,农林牧渔
600966,造纸行业
600967,交通运输
600969,电力行业
600970,建筑建材
600971,煤炭行业
600973,发电设备
600975,农林牧渔
600976,生物制药
600977,传媒
600978,家具行业
600979,电力行业
600980,电子器件
600981,物资外贸
600982,供水供气
600983,家电行业
600984,机械行业
600985,化工行业
600986,建筑建材
600987,纺织行业
600988,有色金属矿采选业
600990,电子信息
600991,汽车制造
600992,钢铁行业
600993,生物制药
600995,电力行业
600997,煤炭行业
600998,商业百货
600999,金融行业
601000,交通运输
601001,煤炭行业
601002,机械行业
601003,钢铁行业
601005,钢铁行业
601006,交通运输
601007,酒店旅游
601008,交通运输
601009,金融行业
601010,商业百货
601011,煤炭行业
601012,电子器件
601015,煤炭行业
601016,电力行业
601018,交通运输
601021,交通运输
601026,次新股
601028,钢铁行业
601038,机械行业
601058,汽车制造
601088,煤炭行业
601098,传媒娱乐
601099,金融行业
601100,机械行业
601101,煤炭行业
601106,机械行业
601107,公路桥梁
601108,资本市场服务
601111,交通运输
601112,次新股
601113,化纤行业
601116,商业百货
601117,建筑建材
601118,化工行业
601126,发电设备
601137,有色金属
601139,供水供气
601158,供水供气
601162,证券
601166,金融行业
601168,有色金属
601169,金融行业
601177,机械行业
601179,发电设备
601186,建筑建材
601188,公路桥梁
601198,金融行业
601199,供水供气
601208,化工行业
601216,化工行业
601218,机械行业
601222,仪器仪表
601225,煤炭行业
601226,机械行业
601231,电子器件
601233,化纤行业
601238,汽车制造
601258,汽车制造
601268,机械行业
601288,金融行业
601299,交通运输
601311,电器行业
601313,交通运输
601318,金融行业
601319,保险业
601328,金融行业
601333,交通运输
601336,金融行业
601339,纺织行业
601369,机械行业
601377,金融行业
601390,建筑建材
601398,金融行业
601515,印刷包装
601518,公路桥梁
601519,电子信息
601555,金融行业
601558,发电设备
601566,服装鞋类
601567,仪器仪表
601579,酿酒行业
601588,房地产
601599,纺织行业
601600,有色金属
601601,金融行业
601607,商业百货
601608,机械行业
601615,通用机械
601616,电器行业
601618,建筑建材
601628,金融行业
601633,汽车制造
601636,玻璃行业
601666,煤炭行业
601668,建筑建材
601669,建筑建材
601677,有色金属
601678,化工行业
601688,金融行业
601689,汽车制造
601699,煤炭行业
601700,发电设备
601717,机械行业
601718,服装鞋类
601727,发电设备
601728,电信、广播电视和卫星传输服务
601766,交通运输
601777,摩托车
601788,金融行业
601789,建筑建材
601798,机械行业
601799,汽车制造
601800,建筑建材
601801,传媒娱乐
601808,石油行业
601818,金融行业
601825,货币金融服务
601827,生态保护和环境治理业
601857,石油行业
601858,新闻和出版业
601866,交通运输
601869,消费电子
601872,交通运输
601877,发电设备
601880,交通运输
601886,建筑建材
601888,酒店旅游
601890,船舶制造
601898,煤炭行业
601899,有色金属
601901,金融行业
601908,电子器件
601918,煤炭行业
601919,交通运输
601928,传媒娱乐
601929,传媒娱乐
601933,商业百货
601939,金融行业
601958,有色金属
601965,汽车制造
601969,钢铁行业
601988,金融行业
601989,船舶制造
601991,电力行业
601992,水泥行业
601996,农林牧渔
601998,金融行业
601999,传媒娱乐
603000,电子信息
603001,服装鞋类
603002,化工行业
603003,石油行业
603005,电子器件
603006,汽车制造
603008,家具行业
603009,汽车制造
603010,化工行业
603011,机械行业
603012,机械行业
603015,电器行业
603017,建筑建材
603018,建筑建材
603019,电子信息
603020,食品行业
603021,玻璃行业
603022,其它行业
603023,其它行业
603025,电子信息
603026,其它行业
603030,建筑建材
603039,软件开发
603061,专用机械
603063,电气设备
603077,化工行业
603083,消费电子
603087,化学制药
603088,机械行业
603092,次新股
603099,酒店旅游
603100,仪器仪表
603108,其它行业
603111,交通运输
603115,计算机、通信和其他电子设备制造业
603116,其它行业
603118,电子器件
603123,商业百货
603124,消费电子
603126,环保行业
603127,研究和试验发展
603128,交通运输
603137,建筑装饰、装修和其他建筑业
603158,汽车制造
603166,汽车制造
603167,交通运输
603168,生物制药
603169,机械行业
603175,次新股
603178,汽车制造业
603186,消费电子
603188,化工行业
603198,其它行业
603199,酒店旅游
603207,医药制造业
603222,生物制药
603227,其它行业
603236,消费电子
603248,次新股
603259,研究和试验发展
603268,陶瓷行业
603283,专用机械
603284,次新股
603288,食品行业
603293,次新股
603296,计算机、通信和其他电子设备制造业
603300,其它行业
603306,汽车制造
603308,机械行业
603309,医疗器械
603311,其它行业
603315,机械行业
603318,机械行业
603328,电子器件
603333,发电设备
603334,次新股
603338,机械行业
603341,计算机、通信和其他电子设备制造业
603352,次新股
603353,零售业
603355,机械行业
603358,汽车整车
603366,家电行业
603367,"国证2000,国证Ａ指"
603368,商业百货
603369,酿酒行业
603370,次新股
603376,次新股
603392,医药制造业
603399,有色金属
603402,次新股
603407,次新股
603418,次新股
603435,次新股
603439,医药制造业
603456,生物制药
603459,次新股
603468,次新股
603518,服装鞋类
603519,家电行业
603555,服装鞋类
603556,仪器仪表制造业
603558,纺织行业
603559,电信、广播电视和卫星传输服务
603566,其它行业
603567,生物制药
603568,其它行业
603588,环保行业
603598,其它行业
603599,农药化肥
603600,家具行业
603601,玻璃行业
603606,电器行业
603609,农林牧渔
603611,交通运输
603618,发电设备
603636,电子信息
603663,建材
603669,其它行业
603678,电子器件
603679,电气机械和器材制造业
603682,商务服务业
603686,环保行业
603688,其它行业
603696,食品制造业
603698,机械行业
603699,机械行业
603703,电器行业
603713,多式联运和运输代理业
603718,其它行业
603721,广播、电视、电影和录音制作业
603725,建材
603729,印刷包装
603737,化学原料和化学制品制造业
603738,消费电子
603766,摩托车
603773,消费电子
603778,电气设备
603788,汽车制造
603789,机械行业
603800,专用机械
603806,塑料制品
603808,服装鞋类
603818,家具行业
603823,化学原料和化学制品制造业
603828,建筑建材
603869,酒店旅游
603882,卫生
603883,商业百货
603885,其它行业
603889,纺织行业
603897,电气机械和器材制造业
603898,家具行业
603901,其它行业
603918,其它行业
603920,计算机、通信和其他电子设备制造业
603936,消费电子
603939,商业百货
603950,汽车制造业
603968,其它行业
603969,建筑建材
603980,化学原料和化学制品制造业
603986,消费电子
603988,电器行业
603989,其它行业
603997,汽车制造
603998,生物制药
605111,消费电子
605117,电气设备
605177,医药制造业
605288,电气机械和器材制造业
605358,消费电子
605388,酒、饮料和精制茶制造业
605488,橡胶和塑料制品业
688635,次新股
688712,次新股
688727,次新股
688759,次新股
688765,次新股
688781,次新股
688783,次新股
688785,次新股
688790,次新股
688795,次新股
688796,次新股
688797,次新股
688802,次新股
688805,次新股
688806,次新股
688807,次新股
688808,次新股
688809,次新股
688811,次新股
688813,次新股
688816,次新股
688818,次新股
688820,次新股
688825,次新股
688828,次新股
900901,其它行业
900902,其它行业
900903,其它行业
900904,其它行业
900905,其它行业
900906,其它行业
900907,其它行业
900908,其它行业
900909,其它行业
900910,其它行业
900911,其它行业
900912,其它行业
900913,其它行业
900914,其它行业
900915,其它行业
900916,其它行业
900917,其它行业
900918,其它行业
900919,其它行业
900920,其它行业
900921,其它行业
900922,其它行业
900923,其它行业
900924,其它行业
900925,其它行业
900926,其它行业
900927,其它行业
900928,其它行业
900929,其它行业
900930,其它行业
900932,其它行业
900933,其它行业
900934,其它行业
900935,其它行业
900936,其它行业
900937,其它行业
900938,其它行业
900939,其它行业
900940,其它行业
900941,其它行业
900942,其它行业
900943,其它行业
900945,其它行业
900946,其它行业
900947,其它行业
900948,其它行业
900951,其它行业
900952,其它行业
900953,其它行业
900955,其它行业
900956,其它行业
900957,其它行业
920003,次新股
920009,次新股
920011,次新股
920012,次新股
920015,次新股
920017,医药制造业
920018,次新股
920020,次新股
920022,次新股
920028,次新股
920035,次新股
920036,次新股
920038,次新股
920045,次新股
920046,电气机械和器材制造业
920047,医药制造业
920050,次新股
920055,次新股
920056,次新股
920065,次新股
920069,次新股
920072,次新股
920076,次新股
920078,次新股
920079,次新股
920080,次新股
920081,次新股
920083,次新股
920086,次新股
920091,次新股
920096,次新股
920100,次新股
920101,次新股
920112,次新股
920117,次新股
920119,次新股
920121,次新股
920124,次新股
920125,次新股
920126,次新股
920136,次新股
920156,次新股
920158,次新股
920159,次新股
920160,次新股
920161,次新股
920165,次新股
920166,次新股
920168,次新股
920176,次新股
920177,次新股
920178,次新股
920180,次新股
920181,次新股
920183,次新股
920186,次新股
920187,次新股
920188,次新股
920189,次新股
920191,次新股
920193,次新股
920200,次新股
920206,次新股
920211,次新股
920218,次新股
920220,次新股
920222,次新股
920238,次新股
920258,次新股
920735,医药制造业
